feature,importance
b'\xd8\xa2\xd8\xa8\xda\xaf\xdb\x8c\xd9\x86\xd9\x87\xe2\x80\x8c\xd8\xa7\xd9\x85',0.0
b'\xd8\xa2\xd8\xa8\xda\xaf\xdb\x8c\xd9\x86\xd9\x87\xe2\x80\x8c\xd8\xa7\xdb\x8c',0.0
b'\xd8\xa2\xd8\xa8\xda\xaf\xdb\x8c\xd9\x86\xd9\x87\xe2\x80\x8c\xd9\x87\xd8\xa7',3.31790794193e-09
b'\xd8\xa2\xd8\xa8\xda\xaf\xdb\x8c\xd9\x86\xd9\x87\xe2\x80\x8c\xd9\x88\xd8\xa7\xd8\xb1\xd9\x85',0.0
b'\xd8\xa2\xd8\xa8\xda\xaf\xdb\x8c\xd9\x86\xd9\x87\xe2\x80\x8c\xda\xa9\xd9\x87\xd8\xb3\xd8\xa7\xd8\xb1\xd9\x86\xd8\xaf',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c',0.000265062584735
b'\xd8\xa2\xd8\xa8\xdb\x8c\xd8\x8c',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xd8\xa7\xd8\xb1',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xd8\xa7\xd8\xb1\xd8\xb1\xd8\xad\xd9\x85\xd8\xaa',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xd8\xa7\xd8\xb1\xd8\xb3\xd8\xaa',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xd8\xa7\xd8\xb1\xd8\xb4',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xd8\xa7\xd8\xb1\xd9\x85',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xd8\xa7\xd8\xb1\xdb\x8c',9.4148154895e-08
b'\xd8\xa2\xd8\xa8\xdb\x8c\xd8\xa7\xd8\xb1\xdb\x8c\xd9\x87\xd8\xa7\xdb\x8c',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xd8\xa7\xd8\xb1\xdb\x8c\xe2\x80\x8c\xda\xa9\xd8\xb1\xd8\xaf',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xd8\xb3\xd8\xaa',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xd8\xb3\xd8\xaa\xd8\x8c',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xd8\xb4',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xd9\x85',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xd9\x86',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xd9\x86\xd9\x87',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xd9\x86\xd9\x87\xd9\x94',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xd9\x87',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xdb\x8c',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xe2\x80\x8c',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xe2\x80\x8c\xd8\xb3\xd8\xaa',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xe2\x80\x8c\xd8\xb3\xd8\xaa\xe2\x80\x8c\xda\xa9\xd9\x87',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xe2\x80\x8c\xda\xa9\xd9\x86\xd8\xa7\xd8\xb1\xdb\x8c',0.0
b'\xd8\xa2\xd8\xa8\xdb\x8c\xe2\x80\x8c\xda\xa9\xd9\x87',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\x8c',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\x8c\xe2\x80\x8c\xd8\xae\xd8\xb6\xd8\xb1',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\xa7\xd8\xb3\xd8\xaa\xe2\x80\x8c\xd8\x8c',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\xa8\xd8\xa7\xdb\x8c\xd8\xaf',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\xaa\xdb\x8c\xd8\xb4\xd9\x87',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\xad\xdb\x8c\xd8\xa7\xd8\xaa',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\xae\xd9\x88\xd8\xb1',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\xae\xd9\x88\xd8\xb1\xd8\xaf\xd8\xb4',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\xae\xd9\x88\xd8\xb1\xd9\x85',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\xaf\xd8\xa7\xd8\xb1',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\xaf\xd8\xb1\xdb\x8c\xd8\xa7',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\xaf\xd8\xb3\xd8\xaa',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\xaf\xdb\x8c\xd8\xaf\xd9\x87\xe2\x80\x8c\xd8\xa7\xd9\x86\xd8\xaf',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\xb1\xd9\x88',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\xb1\xd9\x88\xd8\xb3\xd8\xaa',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\xb1\xd9\x88\xdb\x8c',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\xb1\xdb\x8c\xd8\xb2',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\xb3\xd8\xaa',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd8\xb4\xd9\x88',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd9\x85\xdb\x8c\xe2\x80\x8c\xd8\xb4\xd8\xaf',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd9\x85\xdb\x8c\xe2\x80\x8c\xda\xaf\xd8\xb1\xd8\xaf\xd8\xaf',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd9\x87\xd8\xa7',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd9\x87\xd8\xa7\xdb\x8c',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd9\x88',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xd9\x88\xd8\xb1\xd9\x86\xda\xaf',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xa9\xd8\xb1\xd8\xaf',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xa9\xd8\xb1\xd8\xaf\xd9\x87\xe2\x80\x8c\xd8\xa7\xdb\x8c\xd9\x85',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xa9\xd9\x85\xdb\x8c\xd8\xb3\xd8\xaa',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xa9\xd9\x86\xd8\xaf',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xa9\xd9\x87',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xa9\xd9\x88\xd8\xa8\xd8\xaf\xda\xa9\xd8\xb3\xdb\x8c',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd8\xb0\xd8\xb4\xd8\xaa\xd9\x85',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd8\xb1\xd8\xaf\xd8\xaf',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd8\xb1\xd8\xaf\xd9\x85',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd8\xb1\xd8\xaf\xdb\x8c',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd8\xb1\xd8\xaf\xdb\x8c\xd8\xaf',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd8\xb1\xd8\xaf\xdb\x8c\xd8\xaf\xd9\x86',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd8\xb1\xd8\xaf\xdb\x8c\xd8\xaf\xdb\x8c\xd9\x85\xe2\x80\x8c\xd8\x8c',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd8\xb1\xd9\x87',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd8\xb4\xd8\xaa',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd8\xb4\xd8\xaa\xd9\x85',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd8\xb4\xd8\xaa\xd9\x85\xe2\x80\x8c\xd8\x8c',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd8\xb4\xd8\xaa\xd9\x86',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd8\xb4\xd8\xaa\xd9\x87',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd9\x84',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd9\x84\xd8\xb4\xd9\x86',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd9\x87\xd8\xb1',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd9\x87\xd8\xb1\xd9\xbe\xdb\x8c\xda\x86',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd9\x87\xd8\xb1\xda\xaf\xd8\xb4\xd8\xaa',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd9\x88\xd9\x87\xd8\xb1',0.0
b'\xd8\xa2\xd8\xa8\xe2\x80\x8c\xda\xaf\xd9\x88\xd9\x87\xd8\xb1\xda\xaf\xdb\x8c\xd8\xb1',0.0
b'\xd8\xa2\xd8\xaa',5.75257430928e-05
b'\xd8\xa2\xd8\xaa\xd8\xa7',0.0
b'\xd8\xa2\xd8\xaa\xd8\xa7\xd8\xb1',0.0
b'\xd8\xa2\xd8\xaa\xd8\xa8\xdb\x8c\xd9\x86\xdb\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb3',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4',0.000511154151617
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\x9f',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xa7\xd9\x86',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xa8\xd8\xa7\xd8\xb1',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xa8\xd8\xa7\xd8\xb2',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xaa',3.20945243002e-08
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xaa\xd8\xa7\xd9\x86',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xaa\xdb\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xae\xd8\xa7\xd9\x86\xd9\x87',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xae\xd8\xa7\xd9\x86\xd9\x87\xd9\x94',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xae\xd8\xa7\xd9\x86\xd9\x87\xd9\x94\xe2\x80\x8c\xda\xa9\xdb\x8c\xd8\xb3\xd8\xaa',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xae\xd8\xa7\xd9\x86\xd9\x87\xe2\x80\x8c\xd8\xa7\xd8\xaa',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xae\xd8\xa7\xd9\x86\xd9\x87\xe2\x80\x8c\xd8\xa7\xd9\x86\xd8\xaf',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xae\xd8\xa7\xd9\x86\xd9\x87\xe2\x80\x8c\xd8\xa7\xdb\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xae\xd9\x88\xd8\xa7\xd8\xb1',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xae\xd9\x88\xd8\xa7\xd8\xb1\xd9\x87\xe2\x80\x8c\xd8\xa7\xdb\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xae\xd9\x88\xd8\xa7\xd8\xb1\xda\xaf\xd8\xa7\xd9\x86\xd8\xb4',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xaf\xd8\xa7\xd9\x86',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xb1\xd9\x88\xdb\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xb1\xd9\x88\xdb\x8c\xdb\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xb3\xd8\xaa',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xb3\xd8\xaa\xd8\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xb4',1.05328276062e-07
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xb4\xd8\xa7\xd9\x86',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd8\xb4\xe2\x80\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd9\x81\xd8\xb4\xd8\xa7\xd9\x86',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd9\x81\xd8\xb4\xd8\xa7\xd9\x86\xd8\xb3\xd8\xaa',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd9\x81\xd8\xb4\xd8\xa7\xd9\x86\xdb\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd9\x85',4.20346030411e-05
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd9\x85\xd8\x9f',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd9\x85\xe2\x80\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd9\x85\xe2\x80\x8c\xd8\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd9\x85\xe2\x80\x8c\xda\xaf\xd8\xb1',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd9\x86',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd9\x86\xd8\xa7\xda\xa9',4.01496831816e-05
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd9\x86\xd8\xa7\xda\xa9\xd8\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd9\x86\xd8\xa7\xda\xa9\xdb\x8c',2.92649928038e-08
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd9\x86\xd8\xa7\xda\xa9\xe2\x80\x8c\xd8\xaa\xd8\xb1',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd9\x86\xd8\xaf',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd9\x86\xd8\xaf\xd8\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd9\x87\xd8\xa7',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd9\x87\xd8\xa7\xdb\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xd9\xbe\xd8\xa7\xd8\xb1\xd9\x87\xe2\x80\x8c\xd8\xa7\xdb\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xda\xa9',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xda\xa9\xd8\xa7\xd8\xb1',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xda\xa9\xd8\xaf\xd8\xb3\xd8\xaa',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xda\xa9\xd8\xaf\xd9\x87',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xda\xa9\xd8\xaf\xd9\x87\xd9\x94',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xda\xa9\xd8\xaf\xd9\x87\xe2\x80\x8c\xd8\xa7\xd9\x85',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xda\xa9\xd8\xaf\xd9\x87\xe2\x80\x8c\xd8\xa7\xdb\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xda\xa9\xd8\xaf\xd9\x87\xe2\x80\x8c\xd8\xb3\xd8\xaa',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xda\xa9\xd8\xaf\xd9\x87\xe2\x80\x8c\xd9\x87\xd8\xa7',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xda\xaf\xd8\xa7\xd9\x87',6.63282930305e-09
b'\xd8\xa2\xd8\xaa\xd8\xb4\xda\xaf\xd8\xb1',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xda\xaf\xd8\xb1\xdb\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xda\xaf\xd9\x87',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xda\xaf\xd9\x88\xd9\x86',0.00030427704963
b'\xd8\xa2\xd8\xaa\xd8\xb4\xdb\x8c',2.30597779915e-05
b'\xd8\xa2\xd8\xaa\xd8\xb4\xdb\x8c\xd8\x8c',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xdb\x8c\xd8\xaa',4.09739356167e-08
b'\xd8\xa2\xd8\xaa\xd8\xb4\xdb\x8c\xd8\xb3\xd8\xaa',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xdb\x8c\xd9\x85',0.0
b'\xd8\xa2\xd8\xaa\xd8\xb4\xdb\x8c\xd9\x85\xd8\x8c',0.0
